id,name,email,phone_number,point,gender,birth_date,address,badge,created_at,updated_at,deleted_at
2214,Salman Prabowo,lsuwarno@example.net,1992312720881030,928,perempuan,1941-01-13,"Gg. Sukajadi No. 637
Salatiga, MU 49746",platinum,1998-08-25 06:30:46,2016-11-02 05:18:13,2024-06-08 21:22:15
6331,Dr. Balapati Prayoga,zbudiman@example.net,1364867103140089,365,laki-laki,1920-06-26,"Jl. Setiabudhi No. 7
Kota Administrasi Jakarta Pusat, Papua 09468",platinum,1975-07-13 20:16:09,2006-03-14 18:15:17,2024-04-12 14:53:36
6403,Rahmi Purnawati,prakasajaswadi@example.com,9623544078717715,744,laki-laki,1978-02-22,"Jalan Moch. Toha No. 61
Meulaboh, DI Yogyakarta 97356",gold,1973-01-24 16:57:43,2024-06-06 12:45:57,2024-04-03 14:32:15
8874,Dian Ramadan,chastuti@example.com,5646524436987792,989,perempuan,1989-07-20,"Gg. Jakarta No. 433
Manado, BB 06787",silver,2019-01-24 18:19:10,1990-06-01 05:11:49,2024-04-15 22:14:02
1152,"dr. Prasetya Saefullah, S.IP",sidiq16@example.com,4849239436768317,159,laki-laki,1985-12-29,"Gg. Surapati No. 85
Sibolga, Sumatera Selatan 50595",silver,1983-05-23 22:49:28,1978-06-15 02:48:08,2024-05-30 22:39:10
3221,"Okto Marpaung, M.Pd",sudiatiharto@example.net,5825259044420460,72,perempuan,1956-04-15,"Gang Rumah Sakit No. 800
Banjarbaru, Maluku 02193",gold,2001-11-07 02:35:02,1981-05-26 05:58:35,2024-03-24 05:00:30
8703,Wira Samosir,winarsihkoko@example.com,8315756321506098,962,perempuan,2022-11-15,"Gang Abdul Muis No. 995
Sungai Penuh, SG 60013",bronze,2002-07-28 02:11:46,1985-07-05 10:44:06,2024-01-22 05:15:52
3490,Mahmud Novitasari,gamanto59@example.org,5955465844747027,16,perempuan,2023-06-07,"Gg. Moch. Toha No. 844
Solok, Aceh 29810",silver,1997-12-05 05:56:54,1994-06-02 09:55:14,2024-04-09 17:28:44
7710,Baktiadi Yuniar,ynuraini@example.org,2802149189951086,143,perempuan,1944-06-21,"Jl. Rajawali Timur No. 596
Bekasi, PB 79483",gold,2023-10-11 23:14:36,1973-11-28 01:24:18,2024-05-04 00:09:15
3704,Gilda Maheswara,zrajasa@example.org,2829283987803037,664,laki-laki,1942-07-21,"Gg. Erlangga No. 43
Bau-Bau, KS 53024",platinum,1993-09-11 16:20:03,2004-12-25 04:27:23,2024-02-17 11:02:35
3902,Prayogo Andriani,wardaya28@example.com,3370840470262720,510,perempuan,1937-11-30,"Gg. Setiabudhi No. 836
Tidore Kepulauan, SN 98881",gold,2024-05-14 20:30:21,1984-05-29 01:00:48,2024-05-14 01:37:17
561,Dinda Pradana,karenbudiman@example.com,8232600113908567,330,perempuan,1933-08-23,"Gg. Ir. H. Djuanda No. 744
Jayapura, BA 28415",silver,1983-08-01 04:09:39,1974-10-01 01:13:01,2024-04-07 23:06:55
185,"Queen Maryati, S.Farm",kandahariyah@example.com,5783909130885775,527,laki-laki,1921-01-24,"Jl. Rajiman No. 419
Samarinda, BE 87873",bronze,2007-10-14 13:28:43,1990-08-04 11:39:58,2024-04-17 06:35:18
1048,Jarwi Mangunsong,mustofalutfan@example.net,5501380349344313,66,laki-laki,1944-01-10,"Gg. H.J Maemunah No. 730
Padang, RI 17635",platinum,1987-07-25 14:31:08,2009-03-31 22:23:55,2024-03-21 00:14:48
108,Luis Pranowo,phariyah@example.net,3870091320161179,101,perempuan,1959-02-19,"Gang Pelajar Pejuang No. 7
Kota Administrasi Jakarta Utara, Jawa Barat 49912",platinum,1993-10-16 17:01:32,2022-10-11 17:31:08,2024-03-26 14:29:58
6554,Rahmi Novitasari,hamimafarida@example.org,3635154673953862,501,perempuan,1909-05-01,"Gang Surapati No. 99
Palu, ST 02009",platinum,1970-04-14 04:48:00,2012-12-10 11:48:42,2024-01-02 09:06:00
7554,Jamal Maryati,daruna38@example.net,6901171643903770,246,perempuan,1957-01-18,"Gang Asia Afrika No. 14
Mataram, Sumatera Selatan 37341",platinum,1981-01-24 14:17:42,2007-03-22 16:55:28,2024-02-19 05:17:57
9940,Eka Kuswandari,oktolaksmiwati@example.com,2827042234732137,424,perempuan,1969-05-31,"Gang Soekarno Hatta No. 308
Banjar, Kalimantan Barat 29269",bronze,1995-08-05 05:03:38,1981-06-23 01:50:51,2024-05-08 00:12:17
7869,Zelda Hutapea,jaswadisiregar@example.net,1266466717542838,572,perempuan,2017-08-12,"Jl. Tebet Barat Dalam No. 397
Serang, Kalimantan Selatan 09335",platinum,1988-09-12 11:13:54,1983-07-20 06:10:25,2024-03-14 13:30:36
3882,Irma Mandala,yolandamursinin@example.net,7165093071663854,437,laki-laki,1970-05-19,"Gg. Moch. Toha No. 146
Bau-Bau, NT 96400",platinum,2010-12-01 19:26:10,2000-09-11 06:26:29,2024-05-08 17:47:16
9668,Tgk. Vera Rahayu,situmorangmakara@example.org,4871703810088609,544,perempuan,1983-08-18,"Jalan Gegerkalong Hilir No. 916
Solok, Sulawesi Tenggara 15045",gold,1993-08-29 19:09:13,2000-04-29 08:42:25,2024-03-18 16:11:47
6900,"Kala Samosir, M.TI.",ikhsan67@example.org,1157844408868801,989,laki-laki,1941-03-19,"Gg. Ahmad Yani No. 27
Medan, Riau 86104",gold,1971-02-19 10:59:29,1970-01-06 15:53:53,2024-01-15 17:16:45
2232,Dalima Sudiati,nasyidahifa@example.net,7105041580900353,490,perempuan,1956-12-19,"Jl. Cikutra Timur No. 84
Cirebon, Kalimantan Selatan 15109",platinum,1978-06-02 01:56:36,1993-05-11 12:54:01,2024-05-15 17:59:49
3752,Dirja Nainggolan,wani17@example.com,7372417957564708,849,laki-laki,1941-11-22,"Jl. Tubagus Ismail No. 119
Palembang, SN 80484",platinum,2008-02-15 10:39:56,1978-11-14 00:22:17,2024-04-04 14:25:22
7559,Gatra Kuswandari,sabri88@example.com,1932883159922567,332,perempuan,1912-04-24,"Gang Abdul Muis No. 92
Samarinda, Banten 85877",platinum,1970-11-12 09:59:48,2006-09-01 04:30:45,2024-02-24 03:05:15
5435,Salimah Widiastuti,ilyas11@example.net,3511129309436678,997,perempuan,1941-06-19,"Gg. Otto Iskandardinata No. 770
Pangkalpinang, KS 43265",platinum,2017-12-17 08:38:28,1972-06-26 18:53:09,2024-06-05 22:51:50
9860,Salwa Nasyidah,maryadi88@example.net,3575385028698729,539,perempuan,2021-03-06,"Jalan Setiabudhi No. 495
Batam, JI 53097",bronze,1989-01-13 00:45:36,2019-01-13 21:36:38,2024-03-31 10:18:42
3542,Intan Rajata,yuniartalia@example.net,9733798992916463,581,laki-laki,1959-07-31,"Gg. Sukajadi No. 3
Kota Administrasi Jakarta Pusat, AC 85672",silver,1995-08-03 00:11:10,2021-03-17 04:36:16,2024-05-28 16:46:57
3437,R.M. Darman Budiman,dodo75@example.net,6712358760686801,46,perempuan,1923-02-28,"Gg. Otto Iskandardinata No. 98
Palembang, Papua Barat 69115",bronze,1984-12-22 09:01:55,1983-01-25 19:49:13,2024-05-27 21:06:37
6405,Irwan Hidayanto,vinohabibi@example.net,5283313237099349,490,perempuan,1987-06-24,"Gang Cikutra Timur No. 837
Bau-Bau, BE 20852",gold,2020-05-02 19:12:16,1996-07-27 20:17:41,2024-04-01 04:58:16
1271,Maryanto Sihombing,kuswandariwardaya@example.com,6575503967017058,716,perempuan,1928-01-15,"Gang H.J Maemunah No. 3
Pontianak, JB 45240",bronze,1983-03-28 01:10:56,2009-12-01 10:12:47,2024-02-19 10:51:04
8443,"Hesti Anggriawan, S.E.I",sarah72@example.org,1730561393763230,567,laki-laki,1917-08-11,"Jalan Joyoboyo No. 301
Madiun, Banten 81728",bronze,2013-09-28 09:05:23,2003-05-11 10:50:42,2024-04-21 00:18:09
9278,Hj. Laras Gunarto,utamajagapati@example.net,8044535637783132,190,perempuan,1970-06-25,"Jl. PHH. Mustofa No. 21
Pekanbaru, KT 73013",bronze,1994-01-18 06:43:11,2010-01-15 18:40:31,2024-04-24 04:35:54
4370,"R. Bagas Zulkarnain, S.Pt",pertiwigalih@example.com,4264995425368786,982,laki-laki,2000-09-27,"Gg. Ahmad Yani No. 917
Tegal, GO 48678",bronze,2007-06-09 12:20:02,2015-11-18 13:21:48,2024-05-29 17:41:58
1317,"Karimah Tampubolon, S.E.I",jagamansur@example.net,5148057099101240,183,perempuan,2004-01-30,"Jalan Jayawijaya No. 22
Kota Administrasi Jakarta Timur, JA 74070",gold,2021-11-05 05:29:57,2018-11-23 00:48:12,2024-03-11 05:03:12
5319,"Drs. Bakiman Padmasari, M.Ak",puspitamahmud@example.net,1109025503216711,313,laki-laki,1917-12-23,"Gg. S. Parman No. 438
Kupang, Kalimantan Utara 01491",bronze,1971-04-11 10:51:31,1993-07-12 14:14:41,2024-02-17 23:12:42
8361,Jagaraga Prasasta,mandasariratna@example.net,7650043592860079,353,perempuan,1956-03-15,"Jl. H.J Maemunah No. 907
Binjai, Kalimantan Tengah 29224",bronze,1997-11-22 04:02:54,1996-08-07 01:06:31,2024-04-21 14:18:47
9836,"H. Gamanto Kuswandari, M.Pd",gamblangaryani@example.org,6227217759076893,213,laki-laki,1922-05-01,"Gg. Erlangga No. 604
Prabumulih, Bengkulu 71685",silver,2024-04-14 16:06:55,2008-04-17 01:02:23,2024-05-22 00:16:24
